semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
native:C++:IoCtx:IoCtx::remove:7b12e7e729ef,IoCtx::remove,rados.ObjectRef mutation methods,Rust equivalent of rados.ObjectRef mutation methods; exact signature frozen in R02/owning phase,R08,port-behavior,completion of prior phases; see SPEC.md,"Context-aware mutations return versioned OpResult values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 unit and live mutation tests,R08:native:C++:IoCtx:IoCtx::remove:7b12e7e729ef,implemented-r08
native:C++:IoCtx:IoCtx::remove:9fc3467b6c83,IoCtx::remove,rados.ObjectRef mutation methods,Rust equivalent of rados.ObjectRef mutation methods; exact signature frozen in R02/owning phase,R08,port-behavior,completion of prior phases; see SPEC.md,"Context-aware mutations return versioned OpResult values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 unit and live mutation tests,R08:native:C++:IoCtx:IoCtx::remove:9fc3467b6c83,implemented-r08
native:C++:IoCtx:IoCtx::rmxattr:1fba45a98f20,IoCtx::rmxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:IoCtx:IoCtx::rmxattr:1fba45a98f20,implemented-r09
native:C++:IoCtx:IoCtx::rollback:919951c2668e,IoCtx::rollback,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::rollback:919951c2668e,intentional-omission-r12
native:C++:IoCtx:IoCtx::selfmanaged_snap_create:f528f5f6c3b4,IoCtx::selfmanaged_snap_create,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::selfmanaged_snap_create:f528f5f6c3b4,implemented-r11
native:C++:IoCtx:IoCtx::selfmanaged_snap_remove:c167e4f59761,IoCtx::selfmanaged_snap_remove,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::selfmanaged_snap_remove:c167e4f59761,implemented-r11
native:C++:IoCtx:IoCtx::selfmanaged_snap_rollback:7000ddc6770f,IoCtx::selfmanaged_snap_rollback,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::selfmanaged_snap_rollback:7000ddc6770f,implemented-r11
native:C++:IoCtx:IoCtx::selfmanaged_snap_set_write_ctx:c33f964a1a3c,IoCtx::selfmanaged_snap_set_write_ctx,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::selfmanaged_snap_set_write_ctx:c33f964a1a3c,implemented-r11
native:C++:IoCtx:IoCtx::set_alloc_hint:36ee7af640e6,IoCtx::set_alloc_hint,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C++:IoCtx:IoCtx::set_alloc_hint:36ee7af640e6,implemented-r11
native:C++:IoCtx:IoCtx::set_alloc_hint2:ab9315055bcd,IoCtx::set_alloc_hint2,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P10 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 API inventory review; no runtime conformance claim,R11:native:C++:IoCtx:IoCtx::set_alloc_hint2:ab9315055bcd,planned-not-implemented
native:C++:IoCtx:IoCtx::set_assert_version:58855ffd3cba,IoCtx::set_assert_version,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:IoCtx:IoCtx::set_assert_version:58855ffd3cba,implemented-r09
native:C++:IoCtx:IoCtx::set_auid:049611e1777e,IoCtx::set_auid,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::set_auid:049611e1777e,intentional-omission-r12
native:C++:IoCtx:IoCtx::set_auid_async:ee00ce80ba1a,IoCtx::set_auid_async,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::set_auid_async:ee00ce80ba1a,intentional-omission-r12
native:C++:IoCtx:IoCtx::set_namespace:a55287332006,IoCtx::set_namespace,rados.Pool.WithNamespace / rados.Pool.WithLocator,Rust equivalent of rados.Pool.WithNamespace / rados.Pool.WithLocator; exact signature frozen in R02/owning phase,R06,port-behavior,completion of prior phases; see SPEC.md,"Immutable pool views replace mutable ioctx namespace and locator state; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P05 unit and live placement tests,R06:native:C++:IoCtx:IoCtx::set_namespace:a55287332006,implemented-r07
native:C++:IoCtx:IoCtx::set_notify_timeout:df7842ca4a78,IoCtx::set_notify_timeout,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C++:IoCtx:IoCtx::set_notify_timeout:df7842ca4a78,implemented-r10
native:C++:IoCtx:IoCtx::set_osdmap_full_try:c4cf1e8b2453,IoCtx::set_osdmap_full_try,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::set_osdmap_full_try:c4cf1e8b2453,intentional-omission-r12
native:C++:IoCtx:IoCtx::set_pool_full_try:c92c665d14e3,IoCtx::set_pool_full_try,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C++:IoCtx:IoCtx::set_pool_full_try:c92c665d14e3,planned-not-implemented
native:C++:IoCtx:IoCtx::setxattr:41188115cfd2,IoCtx::setxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:IoCtx:IoCtx::setxattr:41188115cfd2,implemented-r09
native:C++:IoCtx:IoCtx::snap_create:d3d605bfb8fa,IoCtx::snap_create,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_create:d3d605bfb8fa,implemented-r11
native:C++:IoCtx:IoCtx::snap_get_name:443342f34e31,IoCtx::snap_get_name,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_get_name:443342f34e31,implemented-r11
native:C++:IoCtx:IoCtx::snap_get_stamp:d4724a8054e5,IoCtx::snap_get_stamp,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_get_stamp:d4724a8054e5,implemented-r11
native:C++:IoCtx:IoCtx::snap_list:569a53e2811a,IoCtx::snap_list,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_list:569a53e2811a,implemented-r11
native:C++:IoCtx:IoCtx::snap_lookup:e50355322c90,IoCtx::snap_lookup,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_lookup:e50355322c90,implemented-r11
native:C++:IoCtx:IoCtx::snap_remove:b08d633b9d41,IoCtx::snap_remove,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_remove:b08d633b9d41,implemented-r11
native:C++:IoCtx:IoCtx::snap_rollback:76a322377c89,IoCtx::snap_rollback,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_rollback:76a322377c89,implemented-r11
native:C++:IoCtx:IoCtx::snap_set_read:05f08d72385d,IoCtx::snap_set_read,rados snapshot methods and immutable snapshot views,Rust equivalent of rados snapshot methods and immutable snapshot views; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live snapshot and EC interoperability tests,R11:native:C++:IoCtx:IoCtx::snap_set_read:05f08d72385d,implemented-r11
native:C++:IoCtx:IoCtx::sparse_read:8ccc646a06f0,IoCtx::sparse_read,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C++:IoCtx:IoCtx::sparse_read:8ccc646a06f0,implemented-r11
native:C++:IoCtx:IoCtx::stat:aa3a6ee1b650,IoCtx::stat,rados.ObjectRef.Read / rados.ObjectRef.Stat,Rust equivalent of rados.ObjectRef.Read / rados.ObjectRef.Stat; exact signature frozen in R02/owning phase,R07,port-behavior,completion of prior phases; see SPEC.md,"Context-aware reads return Go-owned data and ObjectInfo; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P06 unit and live read/stat tests,R07:native:C++:IoCtx:IoCtx::stat:aa3a6ee1b650,implemented-r07
native:C++:IoCtx:IoCtx::stat2:ec436b890f2f,IoCtx::stat2,rados.ObjectRef.Read / rados.ObjectRef.Stat,Rust equivalent of rados.ObjectRef.Read / rados.ObjectRef.Stat; exact signature frozen in R02/owning phase,R07,port-behavior,completion of prior phases; see SPEC.md,"Context-aware reads return Go-owned data and ObjectInfo; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P06 unit and live read/stat tests,R07:native:C++:IoCtx:IoCtx::stat2:ec436b890f2f,implemented-r07
native:C++:IoCtx:IoCtx::tmap_update:28dce94ecbf1,IoCtx::tmap_update,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::tmap_update:28dce94ecbf1,intentional-omission-r12
native:C++:IoCtx:IoCtx::trunc:6b19553d1ffe,IoCtx::trunc,rados.ObjectRef mutation methods,Rust equivalent of rados.ObjectRef mutation methods; exact signature frozen in R02/owning phase,R08,port-behavior,completion of prior phases; see SPEC.md,"Context-aware mutations return versioned OpResult values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 unit and live mutation tests,R08:native:C++:IoCtx:IoCtx::trunc:6b19553d1ffe,implemented-r08
native:C++:IoCtx:IoCtx::unlock:5c028b88e12a,IoCtx::unlock,rados lock methods,Rust equivalent of rados lock methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live lock interoperability tests,R10:native:C++:IoCtx:IoCtx::unlock:5c028b88e12a,implemented-r10
native:C++:IoCtx:IoCtx::unset_osdmap_full_try:f02da3c37e18,IoCtx::unset_osdmap_full_try,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::unset_osdmap_full_try:f02da3c37e18,intentional-omission-r12
native:C++:IoCtx:IoCtx::unset_pool_full_try:629732806f2c,IoCtx::unset_pool_full_try,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C++:IoCtx:IoCtx::unset_pool_full_try:629732806f2c,planned-not-implemented
native:C++:IoCtx:IoCtx::unwatch:8465fcf017e1,IoCtx::unwatch,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::unwatch:8465fcf017e1,intentional-omission-r12
native:C++:IoCtx:IoCtx::unwatch2:2327ddbc4f80,IoCtx::unwatch2,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C++:IoCtx:IoCtx::unwatch2:2327ddbc4f80,implemented-r10
native:C++:IoCtx:IoCtx::watch:6c4c4ca2d5a1,IoCtx::watch,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:IoCtx:IoCtx::watch:6c4c4ca2d5a1,intentional-omission-r12
native:C++:IoCtx:IoCtx::watch2:7de76112f334,IoCtx::watch2,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C++:IoCtx:IoCtx::watch2:7de76112f334,implemented-r10
native:C++:IoCtx:IoCtx::watch3:8d2aa92f3a9c,IoCtx::watch3,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C++:IoCtx:IoCtx::watch3:8d2aa92f3a9c,implemented-r10
native:C++:IoCtx:IoCtx::watch_check:b27fad7830a9,IoCtx::watch_check,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C++:IoCtx:IoCtx::watch_check:b27fad7830a9,implemented-r10
native:C++:IoCtx:IoCtx::write:d607495537ec,IoCtx::write,rados.ObjectRef mutation methods,Rust equivalent of rados.ObjectRef mutation methods; exact signature frozen in R02/owning phase,R08,port-behavior,completion of prior phases; see SPEC.md,"Context-aware mutations return versioned OpResult values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 unit and live mutation tests,R08:native:C++:IoCtx:IoCtx::write:d607495537ec,implemented-r08
native:C++:IoCtx:IoCtx::write_full:ca685ed66e0c,IoCtx::write_full,rados.ObjectRef mutation methods,Rust equivalent of rados.ObjectRef mutation methods; exact signature frozen in R02/owning phase,R08,port-behavior,completion of prior phases; see SPEC.md,"Context-aware mutations return versioned OpResult values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 unit and live mutation tests,R08:native:C++:IoCtx:IoCtx::write_full:ca685ed66e0c,implemented-r08
native:C++:IoCtx:IoCtx::writesame:dad38faa7805,IoCtx::writesame,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C++:IoCtx:IoCtx::writesame:dad38faa7805,implemented-r11
native:C++:IoCtx:IoCtx::~IoCtx:7c7d2cd18c65,IoCtx::~IoCtx,automatic Go memory ownership,Rust equivalent of automatic Go memory ownership; exact signature frozen in R02/owning phase,R02,port-behavior,none,"No public deallocator; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and leak tests,R02:native:C++:IoCtx:IoCtx::~IoCtx:7c7d2cd18c65,implemented-r02
native:C++:ListObject:ListObject::ListObject:b9ce5bac8d4a,ListObject::ListObject,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 ownership, pagination, and builder lifecycle tests",R09:native:C++:ListObject:ListObject::ListObject:b9ce5bac8d4a,implemented-r09
native:C++:ListObject:ListObject::ListObject:7b8f4532675a,ListObject::ListObject,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 ownership, pagination, and builder lifecycle tests",R09:native:C++:ListObject:ListObject::ListObject:7b8f4532675a,implemented-r09
native:C++:ListObject:ListObject::get_locator:e74dfd99ef86,ListObject::get_locator,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ListObject:ListObject::get_locator:e74dfd99ef86,implemented-r09
native:C++:ListObject:ListObject::get_nspace:a4204092bfcb,ListObject::get_nspace,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ListObject:ListObject::get_nspace:a4204092bfcb,implemented-r09
native:C++:ListObject:ListObject::get_oid:0e61139cbf3c,ListObject::get_oid,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ListObject:ListObject::get_oid:0e61139cbf3c,implemented-r09
native:C++:ListObject:ListObject::operator=:786715ed08ca,ListObject::operator=,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:ListObject:ListObject::operator=:786715ed08ca,implemented-r02
native:C++:ListObject:ListObject::~ListObject:f94194d4f046,ListObject::~ListObject,automatic Go memory ownership,Rust equivalent of automatic Go memory ownership; exact signature frozen in R02/owning phase,R02,port-behavior,none,"No public deallocator; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and leak tests,R02:native:C++:ListObject:ListObject::~ListObject:f94194d4f046,implemented-r02
native:C++:NObjectIterator:NObjectIterator::NObjectIterator:619a38e4fe7b,NObjectIterator::NObjectIterator,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 ownership, pagination, and builder lifecycle tests",R09:native:C++:NObjectIterator:NObjectIterator::NObjectIterator:619a38e4fe7b,implemented-r09
native:C++:NObjectIterator:NObjectIterator::NObjectIterator:6b3957b62c66,NObjectIterator::NObjectIterator,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 ownership, pagination, and builder lifecycle tests",R09:native:C++:NObjectIterator:NObjectIterator::NObjectIterator:6b3957b62c66,implemented-r09
native:C++:NObjectIterator:NObjectIterator::get_cursor:5e74d5882082,NObjectIterator::get_cursor,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:NObjectIterator:NObjectIterator::get_cursor:5e74d5882082,implemented-r09
native:C++:NObjectIterator:NObjectIterator::get_pg_hash_position:a2aad43a8d51,NObjectIterator::get_pg_hash_position,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C++:NObjectIterator:NObjectIterator::get_pg_hash_position:a2aad43a8d51,planned-not-implemented
native:C++:NObjectIterator:NObjectIterator::operator!=:ff9232f73ae1,NObjectIterator::operator!=,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator!=:ff9232f73ae1,implemented-r02
native:C++:NObjectIterator:NObjectIterator::operator*:fc08c9823db3,NObjectIterator::operator*,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator*:fc08c9823db3,implemented-r02
