language,owner,source_symbol,source_signature,go_equivalent,disposition,phase,prerequisites,semantic_difference,conformance_test
C++,IoCtx,IoCtx::aio_stat,"int aio_stat(const std::string& oid, AioCompletion *c, uint64_t *psize, time_t *pmtime);",rados.ObjectRef.Read / rados.ObjectRef.Stat,go-native,P06,completion of prior phases; see SPEC.md,Context-aware methods and Go-owned results replace native completion and output buffers,"P06 context, ownership, and live read/stat tests"
C++,IoCtx,IoCtx::aio_stat2,"int aio_stat2(const std::string& oid, AioCompletion *c, uint64_t *psize, struct timespec *pts);",rados.ObjectRef.Read / rados.ObjectRef.Stat,go-native,P06,completion of prior phases; see SPEC.md,Context-aware methods and Go-owned results replace native completion and output buffers,"P06 context, ownership, and live read/stat tests"
C++,IoCtx,IoCtx::aio_unlock,"int aio_unlock(const std::string &oid, const std::string &name, const std::string &cookie, AioCompletion *c);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C++,IoCtx,IoCtx::aio_unwatch,"int aio_unwatch(uint64_t handle, AioCompletion *c);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::aio_watch,"int aio_watch(const std::string& o, AioCompletion *c, uint64_t *handle, librados::WatchCtx2 *ctx);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::aio_watch2,"int aio_watch2(const std::string& o, AioCompletion *c, uint64_t *handle, librados::WatchCtx2 *ctx, uint32_t timeout);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::aio_write,"int aio_write(const std::string& oid, AioCompletion *c, const bufferlist& bl, size_t len, uint64_t off);",rados.ObjectRef mutation methods,go-native,P07,completion of prior phases; see SPEC.md,Context-aware methods and OpResult replace native completion and callback forms,"P07 context, result, and live mutation tests"
C++,IoCtx,IoCtx::aio_write_full,"int aio_write_full(const std::string& oid, AioCompletion *c, const bufferlist& bl);",rados.ObjectRef mutation methods,go-native,P07,completion of prior phases; see SPEC.md,Context-aware methods and OpResult replace native completion and callback forms,"P07 context, result, and live mutation tests"
C++,IoCtx,IoCtx::aio_writesame,"int aio_writesame(const std::string& oid, AioCompletion *c, const bufferlist& bl, size_t write_len, uint64_t off);",rados specialized object methods,go-native,P10,completion of prior phases; see SPEC.md,Context-aware Go calls and Go-owned results replace native completion and buffer lifetimes,"P10 context, ownership, and live specialized object tests"
C++,IoCtx,IoCtx::append,"int append(const std::string& oid, bufferlist& bl, size_t len);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::application_enable,"int application_enable(const std::string& app_name, bool force);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,IoCtx,IoCtx::application_enable_async,"int application_enable_async(const std::string& app_name, bool force, PoolAsyncCompletion *c);",rados.Client administrative methods,go-native,P11,completion of prior phases; see SPEC.md,Context-aware Go calls replace native completion allocation,"P11 context, ownership, and live administrative tests"
C++,IoCtx,IoCtx::application_list,int application_list(std::set<std::string> *app_names);,rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,IoCtx,IoCtx::application_metadata_get,"int application_metadata_get(const std::string& app_name, const std::string &key, std::string *value);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,IoCtx,IoCtx::application_metadata_list,"int application_metadata_list(const std::string& app_name, std::map<std::string, std::string> *values);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,IoCtx,IoCtx::application_metadata_remove,"int application_metadata_remove(const std::string& app_name, const std::string &key);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,IoCtx,IoCtx::application_metadata_set,"int application_metadata_set(const std::string& app_name, const std::string &key, const std::string& value);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,IoCtx,IoCtx::break_lock,"int break_lock(const std::string &oid, const std::string &name, const std::string &client, const std::string &cookie);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C++,IoCtx,IoCtx::cache_pin,int cache_pin(const std::string& o);,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,IoCtx,IoCtx::cache_unpin,int cache_unpin(const std::string& o);,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,IoCtx,IoCtx::cct,config_t cct();,none,intentional-omission: native handle access violates pure-Go boundary,P01,none,No native configuration or cluster handle exists,P01 dependency and cgo audit
C++,IoCtx,IoCtx::checksum,"int checksum(const std::string& o, rados_checksum_type_t type, const bufferlist &init_value_bl, size_t len, uint64_t off, size_t chunk_size, bufferlist *pbl);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,IoCtx,IoCtx::close,void close();,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,IoCtx,IoCtx::cmpext,"int cmpext(const std::string& o, uint64_t off, bufferlist& cmp_bl);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::create,"int create(const std::string& oid, bool exclusive);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::create,"int create(const std::string& oid, bool exclusive, const std::string& category);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::decode_notify_response,"void decode_notify_response(bufferlist &bl, std::vector<librados::notify_ack_t> *acks, std::vector<librados::notify_timeout_t> *timeouts);",rados.Watch and notify methods,go-native,P09,completion of prior phases; see SPEC.md,Watch draining and notify reply memory ownership are integrated into Go lifecycle and result semantics,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::dup,void dup(const IoCtx& rhs);,"Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,IoCtx,IoCtx::exec,"int exec(const std::string& oid, const char *cls, const char *method, bufferlist& inbl, bufferlist& outbl);",rados class execution methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live class/lock/watch interoperability tests
C++,IoCtx,IoCtx::from_rados_ioctx_t,"static void from_rados_ioctx_t(rados_ioctx_t p, IoCtx &pool);",none,intentional-omission: native handle interoperation violates pure-Go boundary,P00,none,No C handle exists in the distributed client,dependency and cgo audit
C++,IoCtx,IoCtx::get_auid,int get_auid(uint64_t *auid_) __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::get_id,int64_t get_id();,rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,IoCtx,IoCtx::get_instance_id,uint64_t get_instance_id() const;,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,IoCtx,IoCtx::get_last_version,uint64_t get_last_version();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,IoCtx,IoCtx::get_namespace,std::string get_namespace() const;,rados.Pool.WithNamespace / rados.Pool.WithLocator,implemented,P05,completion of prior phases; see SPEC.md,Immutable pool views replace mutable ioctx namespace and locator state,P05 unit and live placement tests
C++,IoCtx,IoCtx::get_object_hash_position,uint32_t get_object_hash_position(const std::string& oid) __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::get_object_hash_position2,"int get_object_hash_position2(const std::string& oid, uint32_t *hash_position);",none,intentional-omission: placement diagnostic absent from frozen v1 contract,P05,completion of prior phases; see SPEC.md,Public hash-position diagnostics and placement-group parsing are not v1-required behavior,P05 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::get_object_pg_hash_position,uint32_t get_object_pg_hash_position(const std::string& oid) __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::get_object_pg_hash_position2,"int get_object_pg_hash_position2(const std::string& oid, uint32_t *pg_hash_position);",none,intentional-omission: placement diagnostic absent from frozen v1 contract,P05,completion of prior phases; see SPEC.md,Public hash-position diagnostics and placement-group parsing are not v1-required behavior,P05 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::get_pool_full_try,bool get_pool_full_try();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::get_pool_name,std::string get_pool_name() const;,rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,IoCtx,IoCtx::get_pool_name,std::string get_pool_name();,rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,IoCtx,IoCtx::getxattr,"int getxattr(const std::string& oid, const char *name, bufferlist& bl);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::getxattrs,"int getxattrs(const std::string& oid, std::map<std::string, bufferlist>& attrset);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::hit_set_get,"int hit_set_get(uint32_t hash, AioCompletion *c, time_t stamp, bufferlist *pbl);",none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,IoCtx,IoCtx::hit_set_list,"int hit_set_list(uint32_t hash, AioCompletion *c, std::list< std::pair<time_t, time_t> > *pls);",none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,IoCtx,IoCtx::is_valid,bool is_valid() const;,"Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,IoCtx,IoCtx::list_lockers,"int list_lockers(const std::string &oid, const std::string &name, int *exclusive, std::string *tag, std::list<librados::locker_t> *lockers);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C++,IoCtx,IoCtx::list_snaps,"int list_snaps(const std::string& o, snap_set_t *out_snaps);",rados snapshot methods and immutable snapshot views,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::list_watchers,"int list_watchers(const std::string& o, std::list<obj_watch_t> *out_watchers);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::locator_set_key,void locator_set_key(const std::string& key);,rados.Pool.WithNamespace / rados.Pool.WithLocator,implemented,P05,completion of prior phases; see SPEC.md,Immutable pool views replace mutable ioctx namespace and locator state,P05 unit and live placement tests
C++,IoCtx,IoCtx::lock_exclusive,"int lock_exclusive(const std::string &oid, const std::string &name, const std::string &cookie, const std::string &description, struct timeval * duration, uint8_t flags);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C++,IoCtx,IoCtx::lock_shared,"int lock_shared(const std::string &oid, const std::string &name, const std::string &cookie, const std::string &tag, const std::string &description, struct timeval * duration, uint8_t flags);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C++,IoCtx,IoCtx::mapext,"int mapext(const std::string& o, uint64_t off, size_t len, std::map<uint64_t,uint64_t>& m);",rados specialized object methods,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::nobjects_begin,NObjectIterator nobjects_begin(const bufferlist &filter=bufferlist());,rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::nobjects_begin,"NObjectIterator nobjects_begin(const librados::ObjectCursor& cursor, const bufferlist &filter=bufferlist());",rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::nobjects_begin,"NObjectIterator nobjects_begin(uint32_t start_hash_position, const bufferlist &filter=bufferlist());",rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::nobjects_end,const NObjectIterator& nobjects_end() const;,rados object iterator and cursor,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,IoCtx,IoCtx::notify,"int notify(const std::string& o, uint64_t ver, bufferlist& bl) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::notify2,"int notify2(const std::string& o, bufferlist& bl, uint64_t timeout_ms, bufferlist *pbl);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::notify_ack,"void notify_ack(const std::string& o, uint64_t notify_id, uint64_t cookie, bufferlist& bl);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::object_list,"int object_list(const ObjectCursor &start, const ObjectCursor &finish, const size_t result_count, const bufferlist &filter, std::vector<ObjectItem> *result, ObjectCursor *next);",rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::object_list_begin,ObjectCursor object_list_begin();,rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::object_list_end,ObjectCursor object_list_end();,rados object iterator and cursor,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,IoCtx,IoCtx::object_list_is_end,bool object_list_is_end(const ObjectCursor &oc);,rados object iterator and cursor,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,IoCtx,IoCtx::object_list_slice,"void object_list_slice( const ObjectCursor start, const ObjectCursor finish, const size_t n, const size_t m, ObjectCursor *split_start, ObjectCursor *split_finish);",rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_clear,int omap_clear(const std::string& oid);,rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_header,"int omap_get_header(const std::string& oid, bufferlist *bl);",rados.ObjectRef.GetOMAPHeader,implemented,P08,replicated pools on certified Ceph 20.2.4,Returns caller-owned header bytes,P08 unit and live metadata tests
C++,IoCtx,IoCtx::omap_get_keys,"int omap_get_keys(const std::string& oid, const std::string& start_after, uint64_t max_return, std::set<std::string> *out_keys);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_keys2,"int omap_get_keys2(const std::string& oid, const std::string& start_after, uint64_t max_return, std::set<std::string> *out_keys, bool *pmore);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_vals,"int omap_get_vals(const std::string& oid, const std::string& start_after, const std::string& filter_prefix, uint64_t max_return, std::map<std::string, bufferlist> *out_vals);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_vals,"int omap_get_vals(const std::string& oid, const std::string& start_after, uint64_t max_return, std::map<std::string, bufferlist> *out_vals);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_vals2,"int omap_get_vals2(const std::string& oid, const std::string& start_after, const std::string& filter_prefix, uint64_t max_return, std::map<std::string, bufferlist> *out_vals, bool *pmore);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_vals2,"int omap_get_vals2(const std::string& oid, const std::string& start_after, uint64_t max_return, std::map<std::string, bufferlist> *out_vals, bool *pmore);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_get_vals_by_keys,"int omap_get_vals_by_keys(const std::string& oid, const std::set<std::string>& keys, std::map<std::string, bufferlist> *vals);",rados.ObjectRef.GetOMAP,implemented,P08,replicated pools on certified Ceph 20.2.4,Binary-safe key selection returns caller-owned entries,P08 codec and live metadata tests
C++,IoCtx,IoCtx::omap_rm_keys,"int omap_rm_keys(const std::string& oid, const std::set<std::string>& keys);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_set,"int omap_set(const std::string& oid, const std::map<std::string, bufferlist>& map);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::omap_set_header,"int omap_set_header(const std::string& oid, const bufferlist& bl);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::operate,"int operate(const std::string& oid, ObjectReadOperation *op, bufferlist *pbl);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::operate,"int operate(const std::string& oid, ObjectReadOperation *op, bufferlist *pbl, int flags);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::operate,"int operate(const std::string& oid, ObjectWriteOperation *op);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::operate,"int operate(const std::string& oid, ObjectWriteOperation *op, int flags);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::operate,"int operate(const std::string& oid, ObjectWriteOperation *op, int flags, const jspan_context *trace_info);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::operator=,IoCtx& operator=(IoCtx&& rhs) noexcept;,"Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,IoCtx,IoCtx::operator=,IoCtx& operator=(const IoCtx& rhs);,"Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,IoCtx,IoCtx::pool_required_alignment,uint64_t pool_required_alignment();,rados specialized object methods,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::pool_required_alignment2,int pool_required_alignment2(uint64_t * alignment);,rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,IoCtx,IoCtx::pool_requires_alignment,bool pool_requires_alignment();,rados specialized object methods,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::pool_requires_alignment2,int pool_requires_alignment2(bool * req);,rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,IoCtx,IoCtx::read,"int read(const std::string& oid, bufferlist& bl, size_t len, uint64_t off);",rados.ObjectRef.Read / rados.ObjectRef.Stat,implemented,P06,completion of prior phases; see SPEC.md,Context-aware reads return Go-owned data and ObjectInfo,P06 unit and live read/stat tests
C++,IoCtx,IoCtx::remove,int remove(const std::string& oid);,rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::remove,"int remove(const std::string& oid, int flags);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::rmxattr,"int rmxattr(const std::string& oid, const char *name);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::rollback,"int rollback(const std::string& oid, const char *snapname) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::selfmanaged_snap_create,int selfmanaged_snap_create(uint64_t *snapid);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::selfmanaged_snap_remove,int selfmanaged_snap_remove(uint64_t snapid);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::selfmanaged_snap_rollback,"int selfmanaged_snap_rollback(const std::string& oid, uint64_t snapid);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::selfmanaged_snap_set_write_ctx,"int selfmanaged_snap_set_write_ctx(snap_t seq, std::vector<snap_t>& snaps);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::set_alloc_hint,"int set_alloc_hint(const std::string& o, uint64_t expected_object_size, uint64_t expected_write_size);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,IoCtx,IoCtx::set_alloc_hint2,"int set_alloc_hint2(const std::string& o, uint64_t expected_object_size, uint64_t expected_write_size, uint32_t flags);",rados specialized object methods,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::set_assert_version,void set_assert_version(uint64_t ver);,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
